
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
4618,Defeat,Yi Sun-shin,Selena,Claude,Xavier,Lapu-Lapu
4619,Victory,Minsitthar,Harley,Hanabi,Khufra,Xavier
4620,Victory,Minsitthar,Ling,Moskov,Harley,Edith
4621,Defeat,Xavier,Hayabusa,Khufra,Hanabi,Esmeralda
4622,Victory,Minsitthar,Pharsa,Martis,Diggie,Beatrix
4623,Victory,Kimmy,Alice,Xavier,Yin,Franco
4624,Victory,Minsitthar,Yve,Hanabi,Estes,Lancelot
4625,Victory,Melissa,Xavier,Grock,Lancelot,Kaja
4626,Defeat,Melissa,Kaja,Xavier,Fanny,Minsitthar
4627,Victory,Kaja,Terizla,Xavier,Brody,Fanny
4628,Defeat,Xavier,Yi Sun-shin,Grock,Brody,Lolita
4629,Victory,Minsitthar,Hayabusa,Miya,Valentina,Hilda
4630,Victory,Faramis,Chou,Khufra,Yi Sun-shin,Brody
4631,Victory,Minsitthar,Kagura,Kadita,Hayabusa,Beatrix
4632,Victory,Julian,Angela,Yve,Lesley,Lapu-Lapu
4633,Defeat,Minsitthar,Lesley,Lapu-Lapu,Aamon,Valentina
4634,Victory,Beatrix,Xavier,Guinevere,Saber,Natalia
4635,Victory,Khufra,Hayabusa,Pharsa,Guinevere,Beatrix
4636,Defeat,Melissa,Gusion,Alucard,Estes,Guinevere
4637,Victory,Guinevere,Lolita,Cecilion,Hayabusa,Claude
4638,Victory,Valentina,Guinevere,Balmond,Miya,Khufra
4639,Victory,Valentina,Hilda,Guinevere,Wanwan,Barats
4640,Defeat,Guinevere,Yi Sun-shin,Valentina,Lolita,Melissa
4641,Victory,Claude,Harley,Guinevere,Franco,Natalia
4642,Defeat,Valentina,Wanwan,Guinevere,Franco,Martis
4643,Victory,Wanwan,Franco,Joy,Hayabusa,Lesley
4644,Victory,Valentina,Guinevere,Fanny,Franco,Moskov
4645,Victory,Pharsa,Helcurt,Hilda,Guinevere,Brody
4646,Defeat,Melissa,Yve,Guinevere,Gusion,Franco
4647,Victory,Khufra,Arlott,Wanwan,Hayabusa,Guinevere
4648,Victory,Guinevere,Harley,Melissa,Hilda,Julian
4649,Victory,Melissa,Franco,Cyclops,Akai,Guinevere
4650,Defeat,Guinevere,Bruno,Valentina,Edith,Akai
4651,Victory,Wanwan,Atlas,Guinevere,Yi Sun-shin,Valentina
4652,Victory,Minsitthar,Yi Sun-shin,Pharsa,Natalia,Wanwan
4653,Defeat,Guinevere,Barats,Franco,Melissa,Kadita
4654,Victory,Wanwan,Kadita,Hanzo,Aldous,Johnson
4655,Victory,Wanwan,Aldous,Grock,Kadita,Hanzo
4656,Victory,Wanwan,Kadita,Hanzo,Aldous,Johnson
4657,Victory,Wanwan,Aldous,Hanzo,Julian,Johnson
4658,Victory,Wanwan,Kadita,Hanzo,Aldous,Johnson
4659,Victory,Wanwan,Kadita,Aldous,Hanzo,Johnson
4660,Victory,Wanwan,Johnson,Aamon,Aldous,Kadita
4661,Victory,Melissa,Kadita,Badang,Hanzo,Johnson
4662,Victory,Wanwan,Kadita,Aldous,Hanzo,Johnson
4663,Victory,Wanwan,Aldous,Kadita,Johnson,Hanzo
4664,Victory,Wanwan,Aldous,Kadita,Aamon,Grock
4665,Defeat,Wanwan,Aldous,Kadita,Johnson,Hanzo
4666,Victory,Wanwan,Hanzo,Kadita,Aldous,Johnson
4667,Victory,Wanwan,Kadita,Hanzo,Aldous,Johnson
4668,Victory,Wanwan,Hanzo,Kadita,Johnson,Aldous
4669,Victory,Claude,Kadita,Hanzo,Aldous,Johnson
4670,Victory,Wanwan,Kadita,Johnson,Aldous,Hanzo
4671,Defeat,Claude,Hanzo,Kadita,Aldous,Johnson
4672,Defeat,Lapu-Lapu,Lesley,Lunox,Khufra,Lancelot
4673,Victory,Hayabusa,Kaja,Beatrix,Minsitthar,Julian
4674,Victory,Natan,Xavier,Khufra,Hanzo,Badang
4675,Victory,Lylia,Lolita,Natan,Badang,Hanzo
4676,Victory,Minsitthar,Lylia,Fanny,Badang,Natan
4677,Victory,Natan,Zhask,Badang,Franco,Hanzo
4678,Victory,Badang,Kadita,Natan,Hanzo,Johnson
4679,Victory,Natan,Johnson,Xavier,Hanzo,Badang
4680,Victory,Khufra,Natan,Luo Yi,Badang,Hanzo
4681,Victory,Valentina,Brody,Hanzo,Badang,Kaja
4682,Victory,Faramis,Kaja,Hanzo,Badang,Natan
4683,Victory,Pharsa,Atlas,Natan,Badang,Hanzo
4684,Victory,Hayabusa,Lunox,Badang,Atlas,Lesley
4685,Victory,Melissa,Kaja,Hayabusa,Yu Zhong,Julian
4686,Victory,Faramis,Beatrix,Hanzo,Lapu-Lapu,Kaja
4687,Defeat,Minsitthar,Moskov,Valentina,Kaja,Martis
4688,Defeat,Kaja,Natan,Harley,Yve,Badang
4689,Defeat,Claude,Gatotkaca,Yve,Freya,Fanny
4690,Victory,Claude,Gord,Badang,Saber,Khufra
4691,Victory,Karrie,Chou,Joy,Yve,Aldous
4692,Victory,Gloo,Cecilion,Carmilla,Balmond,Clint
4693,Defeat,Diggie,Valir,Akai,Lancelot,Moskov
4694,Defeat,Xavier,Wanwan,Paquito,Chou,Carmilla
4695,Victory,Lesley,Balmond,Xavier,Carmilla,Yin
4696,Victory,Xavier,Moskov,Hanzo,Yu Zhong,Belerick
4697,Victory,Xavier,Karrie,Granger,Carmilla,X.Borg
4698,Victory,Arlott,Carmilla,Freya,Claude,Xavier
4699,Defeat,Alice,Carmilla,Joy,Cecilion,Lesley
4700,Victory,Arlott,Moskov,Xavier,Helcurt,Carmilla
4701,Victory,Cecilion,Yu Zhong,Beatrix,Aamon,Carmilla
4702,Victory,Melissa,Diggie,Fredrinn,Hanzo,Cecilion
4703,Victory,Cyclops,Jawhead,Kimmy,Martis,Carmilla
4704,Victory,Lapu-Lapu,Lunox,Brody,Lancelot,Carmilla
4705,Victory,Balmond,Julian,Layla,Johnson,Ruby
4706,Defeat,Cyclops,Balmond,Popol and Kupa,Grock,Carmilla
4707,Defeat,Xavier,Belerick,Carmilla,Moskov,Balmond
4708,Defeat,Cecilion,Chou,Balmond,Claude,Carmilla
4709,Victory,Balmond,Clint,Cecilion,Grock,Carmilla
4710,Victory,Balmond,Edith,Xavier,Carmilla,Claude
4711,Victory,Fredrinn,Claude,Valentina,Ling,Kaja
4712,Victory,Gloo,Valentina,Angela,Ling,Moskov
4713,Victory,Yve,Fredrinn,Gloo,Rafaela,Karrie
4714,Victory,Melissa,Franco,Yve,Ling,Grock
4715,Victory,Gloo,Fredrinn,Kadita,Pharsa,Melissa
4716,Victory,Fredrinn,Kaja,Arlott,Karrie,Faramis
4717,Victory,Melissa,Valentina,Akai,Diggie,Lapu-Lapu
4718,Victory,Melissa,Kaja,Valentina,Lapu-Lapu,Akai
4719,Victory,Wanwan,Pharsa,Lapu-Lapu,Khufra,Fredrinn
4720,Victory,Gloo,Valentina,Khufra,Fanny,Claude
4721,Defeat,Melissa,Khufra,Helcurt,Kadita,Lapu-Lapu
4722,Victory,Gloo,Lolita,Claude,Valentina,Hayabusa
4723,Victory,Gloo,Kaja,Fanny,Beatrix,Valentina
4724,Victory,Joy,Kadita,Ling,Moskov,Chou
4725,Victory,Gloo,Khufra,Xavier,Claude,Fredrinn
4726,Victory,Minsitthar,Claude,Khufra,Fredrinn,Yve
4727,Victory,Gloo,Karrie,Fredrinn,Diggie,Faramis
4728,Victory,Arlott,Beatrix,Pharsa,Fanny,Khufra
4729,Victory,Joy,Johnson,Claude,Ling,Arlott
4730,Victory,Gloo,Khufra,Beatrix,Hayabusa,Yve
4731,Defeat,Irithel,Aamon,Barats,Benedetta,Yve
4732,Victory,Faramis,Lolita,Claude,Aamon,Gloo
4733,Victory,Nana,Ruby,Natalia,Lancelot,Irithel
4734,Victory,Joy,Irithel,Natalia,Valentina,Yin
4735,Victory,Eudora,Irithel,Martis,Lapu-Lapu,Natalia
4736,Defeat,Pharsa,Fredrinn,Aldous,Natalia,Karrie
4737,Victory,Melissa,Granger,Natalia,Khufra,Eudora
4738,Defeat,Carmilla,Natalia,Beatrix,Alucard,Vale
4739,Victory,Natalia,Luo Yi,Aamon,Clint,Gloo
4740,Victory,Valentina,Irithel,Franco,Kimmy,Ruby
4741,Victory,Brody,Ling,Silvanna,Kadita,Natalia
4742,Victory,Aldous,Irithel,Natalia,Xavier,Granger
4743,Defeat,Edith,Balmond,Irithel,Cecilion,Rafaela
4744,Victory,Irithel,Natalia,Kimmy,Terizla,Eudora
4745,Defeat,Natalia,Popol and Kupa,Xavier,Edith,Beatrix
4746,Defeat,Harith,Pharsa,Yu Zhong,Claude,Natalia
4747,Victory,Karrie,Natalia,Kagura,Martis,Jawhead
4748,Victory,Luo Yi,Khaleed,Natalia,Brody,Karrie
4749,Defeat,Arlott,Floryn,Ling,Luo Yi,Moskov
4750,Defeat,Grock,Lesley,Floryn,Yve,Fanny
4751,Defeat,Gloo,Angela,Ling,Wanwan,Chou
4752,Defeat,Pharsa,Angela,Martis,Moskov,Ling
4753,Defeat,Gloo,Fredrinn,Lunox,Badang,Hanabi
4754,Victory,Gloo,Kaja,Moskov,Ling,Lunox
4755,Victory,Gloo,Lunox,Kaja,Ling,Melissa
4756,Victory,Gloo,Lunox,Angela,Ling,Wanwan
4757,Victory,Beatrix,Khaleed,Franco,Lunox,Ling
4758,Victory,Arlott,Angela,Beatrix,Fredrinn,Alice
4759,Defeat,Khufra,Kagura,Moskov,Grock,Ling
4760,Defeat,Gloo,Minsitthar,Harley,Fanny,Clint
4761,Victory,Luo Yi,Fredrinn,Melissa,Grock,Khufra
4762,Defeat,Joy,Esmeralda,Khufra,Moskov,Lunox
4763,Defeat,Valentina,Moskov,Fanny,Terizla,Franco
4764,Defeat,Grock,Gusion,Wanwan,Aulus,Atlas
4765,Defeat,Valentina,Karrie,Hayabusa,Kaja,Lapu-Lapu
4766,Defeat,Diggie,Yi Sun-shin,Pharsa,Minsitthar,Brody
4767,Defeat,Valentina,Wanwan,Lapu-Lapu,Hayabusa,Atlas
4768,Victory,Hanabi,Franco,Xavier,Freya,Sun
4769,Victory,Irithel,Atlas,Lancelot,Yu Zhong,Vexana
4770,Victory,Gloo,Irithel,Johnson,Vale,Dyrroth
4771,Defeat,Leomord,Helcurt,Irithel,Chou,Vexana
4772,Defeat,Aamon,Vale,Melissa,Freya,Khufra
4773,Victory,Irithel,Xavier,Hayabusa,Kaja,Terizla
4774,Victory,Franco,Dyrroth,Gloo,Irithel,Yve
4775,Defeat,Irithel,Harley,Franco,Masha,Kagura
4776,Victory,Gusion,Ruby,Irithel,Harley,Saber
4777,Victory,Martis,Gord,X.Borg,Franco,Irithel
4778,Victory,Diggie,Irithel,Ruby,Jawhead,Pharsa
4779,Victory,Nana,Khufra,Arlott,Moskov,Freya
4780,Defeat,Layla,Valir,Chou,Franco,Harley
4781,Victory,Irithel,Valentina,Edith,Chou,Gusion
4782,Victory,Irithel,Aamon,Cecilion,Lolita,Dyrroth
4783,Victory,Estes,Cyclops,Harley,Dyrroth,Irithel
4784,Defeat,Johnson,Alucard,Martis,Irithel,Cecilion
4785,Victory,Pharsa,Belerick,Martis,Paquito,Irithel
4786,Defeat,Martis,Valir,Layla,Kimmy,Kaja
4787,Victory,Martis,Sun,Franco,Irithel,Pharsa
4788,Victory,Fredrinn,Kadita,Minsitthar,Pharsa,Lesley
4789,Victory,Gloo,Pharsa,Beatrix,Khufra,Hayabusa
4790,Victory,Valentina,Lancelot,Kaja,Arlott,Beatrix
4791,Victory,Kaja,Lapu-Lapu,Pharsa,Lancelot,Beatrix
4792,Victory,Gloo,Fanny,Grock,Kadita,Brody
4793,Victory,Faramis,Claude,Kaja,Lapu-Lapu,Lancelot
4794,Victory,Gloo,Pharsa,Karrie,Khufra,Lancelot
4795,Victory,Gloo,Melissa,Kaja,Yve,Lancelot
4796,Victory,Faramis,Lancelot,Kaja,Lapu-Lapu,Melissa
4797,Defeat,Pharsa,Beatrix,Fredrinn,Lolita,Ling
4798,Defeat,Joy,Fredrinn,Yve,Claude,Chou
4799,Victory,Valentina,Grock,Fredrinn,Kaja,Karrie
4800,Defeat,Valentina,Minsitthar,Martis,Claude,Kadita
4801,Victory,Edith,Martis,Valentina,Diggie,Melissa
4802,Defeat,Fredrinn,Claude,Valentina,Lapu-Lapu,Ruby
4803,Victory,Pharsa,Claude,Lapu-Lapu,Kaja,Hayabusa
4804,Victory,Valentina,Edith,Melissa,Chou,Akai
4805,Victory,Faramis,Lapu-Lapu,Hanzo,Claude,Khufra
4806,Victory,Valentina,Lapu-Lapu,Martis,Claude,Kadita
4807,Victory,Faramis,Lapu-Lapu,Karrie,Chou,Martis
4808,Defeat,Valentina,Helcurt,Kaja,Claude,Aldous
4809,Defeat,Valentina,Edith,Claude,Hanzo,Fredrinn
4810,Victory,Minsitthar,Xavier,Hayabusa,Wanwan,Khufra
4811,Victory,Minsitthar,Yve,Baxia,Hanabi,Hilda
4812,Victory,Kimmy,Chou,Minsitthar,Wanwan,Kadita
4813,Victory,Brody,Xavier,Minsitthar,Chou,Hanzo
4814,Defeat,Gloo,Moskov,Yu Zhong,Hanzo,Change
4815,Defeat,Gloo,Julian,Kadita,Claude,Pharsa
4816,Victory,Minsitthar,Xavier,Hayabusa,Franco,Lesley
4817,Victory,Minsitthar,Wanwan,Mathilda,Granger,Yve
4818,Victory,Minsitthar,Lylia,Hanzo,Khufra,Kimmy
4819,Defeat,Brody,Akai,Valentina,Lapu-Lapu,Ling
4820,Defeat,Gloo,Pharsa,Yi Sun-shin,Franco,Wanwan
4821,Defeat,Franco,Natan,Claude,Cyclops,Thamuz
4822,Defeat,Lancelot,Aldous,Luo Yi,Khufra,Beatrix
4823,Victory,Faramis,Claude,Terizla,Hanzo,Khufra
4824,Defeat,Minsitthar,Moskov,Hanzo,Johnson,Gusion
4825,Victory,Freya,Brody,Valentina,Diggie,Akai
4826,Victory,Xavier,Hayabusa,Minsitthar,Popol and Kupa,Johnson
4827,Defeat,Valentina,Akai,Alice,Moskov,Kaja
4828,Victory,Terizla,Franco,Faramis,Claude,Martis
4829,Victory,Kaja,Claude,Terizla,Yi Sun-shin,Pharsa
4830,Victory,Terizla,Claude,Valentina,Khufra,Lancelot
4831,Victory,Terizla,Khufra,Brody,Hayabusa,Cecilion
4832,Defeat,Selena,Terizla,Faramis,Hanzo,Claude
4833,Victory,Irithel,Aamon,Cecilion,Hilda,Kadita
4834,Victory,Gloo,Luo Yi,Irithel,Helcurt,Khufra
4835,Defeat,Minsitthar,Fredrinn,Yu Zhong,Yve,Irithel
4836,Victory,Joy,Khufra,Kimmy,Claude,Irithel
4837,Defeat,Irithel,X.Borg,Franco,Lunox,Helcurt
4838,Victory,Irithel,Aamon,Kaja,Xavier,Chou
4839,Victory,Terizla,Valentina,Hayabusa,Irithel,Hylos
4840,Victory,Pharsa,Lancelot,Alice,Irithel,Khufra
4841,Victory,Faramis,Terizla,Helcurt,Irithel,Chou
4842,Defeat,Irithel,Edith,Khufra,Fredrinn,Valentina
4843,Victory,Irithel,Martis,Pharsa,Khufra,Aldous
4844,Victory,Arlott,Irithel,Franco,Eudora,Hayabusa
4845,Defeat,Khufra,X.Borg,Irithel,Ling,Change
4846,Victory,Gloo,Irithel,Julian,Khufra,Valentina
4847,Victory,Irithel,Gloo,Lancelot,Xavier,Selena
4848,Defeat,Xavier,Fredrinn,Irithel,Jawhead,Natalia
4849,Defeat,Martis,Chou,Irithel,Lylia,Khufra
4850,Victory,Irithel,Julian,Yve,Yu Zhong,Franco
4851,Victory,Minsitthar,Irithel,Hayabusa,Kadita,Freya
4852,Victory,Irithel,Paquito,Kagura,Julian,Minsitthar
4853,Defeat,Lapu-Lapu,Claude,Valentina,Kadita,Lancelot
4854,Victory,Melissa,Lapu-Lapu,Valentina,Khufra,Akai
4855,Victory,Valentina,Brody,Akai,Lolita,Lapu-Lapu
4856,Defeat,Martis,Claude,Valentina,Lolita,Akai
4857,Defeat,Joy,Brody,Lunox,Franco,Akai
4858,Defeat,Valentina,Akai,Lolita,Melissa,Lapu-Lapu
4859,Defeat,Gloo,Yve,Lolita,Akai,Claude
4860,Victory,Arlott,Akai,Beatrix,Atlas,Kagura
4861,Victory,Joy,Valentina,Akai,Lolita,Melissa
4862,Victory,Lapu-Lapu,Melissa,Xavier,Akai,Khufra
4863,Victory,Valentina,Kaja,Lapu-Lapu,Akai,Brody
4864,Victory,Faramis,Kaja,Akai,Clint,Lapu-Lapu
4865,Victory,Valentina,Clint,Akai,Kaja,Lapu-Lapu
4866,Victory,Gloo,Khufra,Melissa,Akai,Pharsa
4867,Victory,Silvanna,Franco,Beatrix,Ling,Pharsa
4868,Defeat,Yi Sun-shin,Silvanna,Franco,Vexana,Claude
4869,Victory,Popol and Kupa,Fredrinn,Minsitthar,Selena,Nana
4870,Victory,Valentina,Lancelot,Silvanna,Estes,Bruno
4871,Defeat,Yve,Silvanna,Alucard,Lesley,Kaja
4872,Defeat,Minsitthar,Silvanna,Xavier,Layla,Franco
4873,Defeat,Silvanna,Akai,Franco,Xavier,Claude
4874,Victory,Pharsa,Franco,Silvanna,Moskov,Fredrinn
4875,Victory,Silvanna,Franco,Natan,Brody,Vexana
4876,Victory,Silvanna,Karrie,Kaja,Xavier,Hayabusa
4877,Victory,Moskov,Pharsa,Franco,Ling,Silvanna
4878,Victory,Valentina,Moskov,Khufra,Fanny,Silvanna
4879,Victory,Gloo,Yve,Lancelot,Beatrix,Silvanna
4880,Defeat,Estes,Beatrix,Yin,Vale,Grock
4881,Victory,Silvanna,Kadita,Natalia,Moskov,Gusion
4882,Defeat,Silvanna,Lancelot,Chou,Wanwan,Xavier
4883,Defeat,Edith,Saber,Kagura,Hayabusa,Claude
4884,Victory,Hanabi,Kadita,Khufra,Silvanna,X.Borg
4885,Victory,Silvanna,Ling,Brody,Floryn,Eudora
4886,Defeat,Franco,Xavier,Silvanna,Brody,Hayabusa
4887,Victory,Yve,Khufra,Brody,Harith,Fredrinn
4888,Victory,Claude,Ruby,Terizla,Cecilion,Gusion
4889,Victory,Faramis,Kaja,Ling,Moskov,Lapu-Lapu
4890,Victory,Arlott,Cecilion,Harith,Atlas,Wanwan
4891,Victory,Cecilion,Kaja,Arlott,Beatrix,Harith
4892,Victory,Melissa,Cecilion,Yi Sun-shin,Kaja,Grock
4893,Defeat,Yve,Moskov,Ling,Lolita,Zilong
4894,Defeat,Beatrix,Harith,Valentina,Khufra,Paquito
4895,Victory,Faramis,Gloo,Harith,Grock,Karrie
4896,Victory,Joy,Grock,Yve,Hayabusa,Brody
4897,Victory,Wanwan,Ruby,Franco,Faramis,Ling
4898,Victory,Wanwan,Minotaur,Gloo,Cecilion,Harith
4899,Victory,Joy,Minotaur,Hayabusa,Bruno,Pharsa
4900,Victory,Melissa,Harith,Franco,Chou,Cecilion
4901,Victory,Melissa,Lapu-Lapu,Franco,Cecilion,Yi Sun-shin
4902,Defeat,Gloo,Julian,Lunox,Atlas,Claude
4903,Victory,Julian,Valentina,Beatrix,Martis,Atlas
4904,Victory,Valentina,Melissa,Lapu-Lapu,Julian,Atlas
4905,Victory,Gloo,Alucard,Valentina,Grock,Karrie
4906,Victory,Arlott,Beatrix,Minotaur,Harith,Xavier
4907,Victory,Hayabusa,Melissa,X.Borg,Xavier,Minotaur
4908,Victory,Minsitthar,Fredrinn,Beatrix,Minotaur,Xavier
4909,Victory,Xavier,Terizla,Fredrinn,Beatrix,Minotaur
4910,Victory,Terizla,Martis,Beatrix,Minotaur,Xavier
4911,Victory,Faramis,Ling,Beatrix,Bane,Minotaur
4912,Victory,Arlott,Joy,Gusion,Atlas,Beatrix
4913,Victory,Aamon,Lapu-Lapu,Beatrix,Alice,Diggie
4914,Defeat,Terizla,Hayabusa,Xavier,Lolita,Beatrix
4915,Defeat,Xavier,Khufra,Hayabusa,Guinevere,Beatrix
4916,Defeat,Xavier,Lolita,Hayabusa,Guinevere,Beatrix
4917,Victory,Arlott,Aamon,Lunox,Claude,Lolita
4918,Defeat,Melissa,Xavier,Franco,Lapu-Lapu,Lancelot
4919,Defeat,Valentina,Alucard,Kaja,Beatrix,Chou
4920,Victory,Melissa,Valentina,Cyclops,Edith,Minotaur
4921,Victory,Gloo,Saber,Minsitthar,Hanabi,Cyclops
4922,Defeat,Gloo,Beatrix,Cyclops,Carmilla,Saber
4923,Victory,Hilda,Saber,Wanwan,Valentina,Hayabusa
4924,Victory,Valentina,Atlas,Wanwan,X.Borg,Saber
4925,Victory,Melissa,Grock,Martis,Saber,Xavier
4926,Victory,Minsitthar,Saber,Lancelot,Selena,Beatrix
4927,Defeat,Faramis,Minotaur,Karina,Minsitthar,Claude
4928,Victory,Esmeralda,Saber,Faramis,Lolita,Beatrix
4929,Defeat,Moskov,Yi Sun-shin,Valentina,Ruby,Saber
4930,Defeat,Claude,Saber,Kagura,Harith,Jawhead
4931,Victory,Lapu-Lapu,Jawhead,Melissa,Yve,Saber
4932,Defeat,Faramis,Minotaur,Lapu-Lapu,Harith,Wanwan
4933,Victory,Faramis,Lapu-Lapu,Harith,Minotaur,Moskov
4934,Victory,Valentina,Minotaur,Beatrix,Harith,Franco
4935,Defeat,Faramis,Kagura,Lesley,Freya,Karina
4936,Victory,Minotaur,Sun,Karina,Claude,Kagura
4937,Victory,Gloo,Minotaur,Claude,Kagura,Karina
4938,Defeat,Aldous,Brody,Valentina,Minotaur,Lancelot
4939,Victory,Gusion,Karina,Beatrix,Minsitthar,Minotaur
4940,Victory,Gloo,Faramis,Balmond,Minotaur,Lesley
4941,Victory,Gloo,Clint,Balmond,Pharsa,Lolita
4942,Victory,Lolita,Balmond,Melissa,Kadita,Terizla
4943,Victory,Pharsa,Wanwan,Gloo,Lolita,Ling
4944,Victory,Gloo,Martis,Lolita,Claude,Xavier
4945,Victory,Faramis,Lolita,Ling,Lesley,Fredrinn
4946,Victory,Gloo,Lolita,Ling,Lunox,Claude
4947,Victory,Joy,Diggie,Lesley,Xavier,Terizla
4948,Victory,Valentina,Lapu-Lapu,Lolita,Claude,Fanny
4949,Victory,Minsitthar,Wanwan,Fanny,Lolita,Pharsa
4950,Defeat,Valentina,Rafaela,Alpha,Aamon,Moskov
4951,Defeat,Lunox,Chou,Gatotkaca,Beatrix,Valentina
4952,Defeat,Rafaela,Lunox,Ling,Aldous,Brody
4953,Victory,Rafaela,Beatrix,Valentina,Ling,Ruby
4954,Defeat,Karina,Cecilion,Lapu-Lapu,Wanwan,Khufra
4955,Victory,Gloo,Rafaela,Irithel,Kadita,Aamon
4956,Defeat,Claude,Yi Sun-shin,Pharsa,Rafaela,Martis
4957,Defeat,Claude,Yi Sun-shin,Pharsa,Rafaela,Martis
4958,Victory,Gloo,Rafaela,Hanabi,Xavier,Yi Sun-shin
4959,Defeat,Franco,Cecilion,Melissa,Lapu-Lapu,Benedetta
4960,Victory,Rafaela,Xavier,Clint,Badang,Aamon
4961,Defeat,Melissa,Julian,Kaja,Balmond,Natalia
4962,Victory,Arlott,Rafaela,Melissa,Odette,Martis
4963,Victory,Brody,Kagura,Diggie,Lancelot,Guinevere
4964,Defeat,Faramis,Akai,Yu Zhong,Claude,Rafaela
4965,Victory,Brody,Kagura,Diggie,Lancelot,Guinevere
4966,Victory,Wanwan,Valentina,Gloo,Kaja,Thamuz
4967,Victory,Pharsa,Wanwan,Fredrinn,Kaja,Benedetta
4968,Victory,Valentina,Claude,Hayabusa,Kaja,Grock
4969,Victory,Pharsa,Terizla,Claude,Kaja,Akai
4970,Victory,Gloo,Kaja,Karrie,Fredrinn,Yve
4971,Defeat,Valentina,Terizla,Melissa,Grock,Martis
4972,Defeat,Pharsa,Beatrix,Gloo,Khufra,Ling
4973,Victory,Arlott,Moskov,Valentina,Diggie,Hanzo
4974,Victory,Lapu-Lapu,Lolita,Valentina,Karrie,Lancelot
4975,Victory,Khufra,Valentina,Karrie,Lancelot,Gloo
4976,Victory,Fredrinn,Pharsa,Claude,Lolita,Lapu-Lapu
4977,Victory,Fredrinn,Aldous,Grock,Claude,Valentina
4978,Defeat,Arlott,Beatrix,Fredrinn,Khufra,Pharsa
4979,Victory,Gloo,Fredrinn,Claude,Lolita,Valentina
4980,Defeat,Gloo,Moskov,Yve,Kaja,Fredrinn
4981,Defeat,Lapu-Lapu,Lolita,Claude,Yve,Baxia
4982,Victory,Valentina,Claude,Baxia,Lapu-Lapu,Khufra
4983,Victory,Arlott,Hanabi,Lancelot,Khufra,Yve
4984,Victory,Arlott,Fredrinn,Valentina,Claude,Lolita
4985,Victory,Joy,Karrie,Fredrinn,Kaja,Pharsa
4986,Victory,Hayabusa,Grock,Pharsa,Gloo,Brody
4987,Victory,Valentina,Martis,Melissa,Khufra,Hayabusa
4988,Defeat,Yve,Lapu-Lapu,Minsitthar,Fredrinn,Beatrix
4989,Defeat,Gloo,Lancelot,Franco,Brody,Valentina
4990,Victory,Gloo,Khufra,Fredrinn,Yve,Claude
4991,Defeat,Lancelot,Kadita,Terizla,Karrie,Diggie
4992,Victory,Yve,Lapu-Lapu,Beatrix,Kadita,Lancelot
4993,Victory,Joy,Pharsa,Moskov,Grock,Hayabusa
4994,Victory,Claude,Lancelot,Lapu-Lapu,Yve,Diggie
4995,Victory,Minsitthar,Lancelot,Khufra,Beatrix,Yve
4996,Victory,Lancelot,Lesley,Fredrinn,Kadita,Grock
4997,Defeat,Joy,Beatrix,Yve,Diggie,Fredrinn
4998,Defeat,Valentina,Lancelot,Claude,Yu Zhong,Kaja
4999,Victory,Gloo,Melissa,Johnson,Valentina,Lancelot
5000,Victory,Joy,Lancelot,Chou,Pharsa,Melissa
5001,Victory,Melissa,Lancelot,Franco,Valentina,Minsitthar
5002,Victory,Gloo,Lancelot,Grock,Pharsa,Melissa
5003,Victory,Lancelot,Kaja,Melissa,Lapu-Lapu,Valentina
5004,Victory,Yve,Gloo,Diggie,Claude,Fredrinn
5005,Victory,Joy,Beatrix,Khufra,Valentina,Fredrinn
5006,Defeat,Xavier,Clint,Akai,Freya,Lancelot
5007,Defeat,Joy,Clint,Atlas,Bane,Xavier
5008,Defeat,Nana,Franco,Ruby,Wanwan,Alucard
5009,Victory,Nana,Franco,Ruby,Moskov,Fredrinn
5010,Defeat,Ruby,Lancelot,Franco,Wanwan,Nana
5011,Victory,Martis,Ruby,Khufra,Nana,Wanwan
5012,Victory,Ruby,Brody,Franco,Alucard,Kagura
5013,Defeat,Franco,Hanabi,Ruby,Martis,Cyclops
5014,Victory,Cyclops,Chou,Ruby,Akai,Layla
5015,Defeat,Ruby,Claude,Franco,Roger,Harley
5016,Victory,Melissa,Ruby,Martis,Atlas,Valentina
5017,Victory,Ruby,Franco,Moskov,Lancelot,Valir
5018,Defeat,Ruby,Yve,Yi Sun-shin,Atlas,Brody
5019,Victory,Ruby,Alpha,Valentina,Saber,Akai
5020,Victory,Joy,Fredrinn,Kadita,Selena,Claude
5021,Victory,Karrie,Kadita,Fredrinn,Yve,Arlott
5022,Victory,Claude,Pharsa,Fredrinn,Kadita,Martis
5023,Victory,Joy,Claude,Fredrinn,Yve,Kadita
5024,Victory,Gloo,Lancelot,Claude,Yve,Kadita
5025,Defeat,Gloo,Ling,Claude,Valentina,Atlas
5026,Victory,Joy,Fredrinn,Claude,Yve,Kadita
5027,Defeat,Claude,Yve,Fredrinn,Kadita,Yu Zhong
5028,Defeat,Arlott,Claude,Lancelot,Kadita,Pharsa
5029,Victory,Gloo,Claude,Hilda,Ling,Pharsa
5030,Victory,Gloo,Fredrinn,Kaja,Claude,Kadita
5031,Defeat,Gloo,Grock,Claude,Kadita,Ling
5032,Victory,Gloo,Claude,Pharsa,Hayabusa,Kaja
5033,Defeat,Lapu-Lapu,Claude,Pharsa,Kaja,Lancelot
